id_riga,data,anno,mese,comune,comune_istat,provincia,località,lat,lon,tipologia,codice_colore,dist_comune_km,comune_da_coordinate,flag_coord,flag_coord_bassa_precisione,flag_possibile_duplicato,gruppo_duplicato,flag_località_incompleta,meteo_punto,meteo_lat,meteo_lon,fwi_cella_lat,fwi_cella_lon,fwi_dist_cella_km,fwi,fwi_classe,temp_max_c,temp_ore12_c,umidita_min_pct,umidita_media_pct,umidita_ore12_pct,vento_max_kmh,vento_ore12_kmh,raffica_max_kmh,dir_vento_ore12_gradi,dir_vento_max_gradi,pioggia_giorno_mm,pioggia_giorno_prima_mm,meteo_quota_m,vento_ore12_nome,fuoco_spinto_verso
2636,2018-06-23,2018,6,Ugento,75090,LE,torre san giovanni c/o Poseidon,39.887417,18.119139,Canneto,Verde,0.0,Ugento,ok,False,False,-1,False,incendio,39.89,18.12,39.95,18.1,6.874374063442535,4.2829685,molto bassa,25.6,25.0,49,67.125,62.0,26.1,24.2,55.4,345.0,354,0.7999999999999999,0.0,4.0,Tramontana (N),S
2637,2018-07-10,2018,7,Nardò,75052,LE,s. isidoro - via monti,40.244722,17.930556,Bosco,Arancione,0.0,Nardò,ok,False,False,-1,False,incendio,40.24,17.93,40.2,17.85,8.103193105878384,19.813732,moderata,28.9,28.5,37,61.0,38.0,14.3,11.5,33.1,314.0,317,0.4,0.0,25.0,Maestrale (NO),SE
2638,2018-07-11,2018,7,Lecce,75035,LE,Frigole,40.423167,18.234833,Canneto,Giallo,0.0,Lecce,ok,False,False,-1,False,incendio,40.42,18.23,40.45,18.35,10.673434927114991,19.466785,moderata,29.5,27.9,51,71.70833333333333,56.0,14.4,11.9,34.2,85.0,90,0.0,0.0,9.0,Levante (E),O
2639,2018-07-11,2018,7,Lecce,75035,LE,torre chianca - Villaggio Gelsi,40.453333,18.19,Macchia,Arancione,0.0,Lecce,ok,False,False,-1,False,incendio,40.45,18.19,40.45,18.1,7.602114538988603,28.289051,alta,29.9,28.4,48,69.25,51.0,15.5,12.8,33.8,79.0,86,0.0,0.0,10.0,Levante (E),O
2640,2018-07-14,2018,7,Alliste,75004,LE,Chiesa Altomare,39.934556,18.092278,Macchia,Arancione,0.0,Alliste,ok,False,False,-1,False,incendio,39.93,18.09,39.95,18.1,2.377584502041589,12.76144,moderata,31.5,31.0,37,53.79166666666666,41.0,18.4,18.4,42.1,320.0,320,0.0,0.0,72.0,Maestrale (NO),SE
2641,2018-07-14,2018,7,Nardò,75052,LE,Masseria Chiodi,40.338944,17.804278,Macchia,Arancione,0.0,Nardò,ok,False,False,-1,False,incendio,40.34,17.8,40.45,17.85,12.922056960256905,39.635464,molto alta,31.9,31.5,34,55.29166666666666,40.0,17.7,16.6,39.6,355.0,355,0.0,0.0,44.0,Tramontana (N),S
2642,2018-07-15,2018,7,Nardò,75052,LE,Santa Caterina villaggio Montinari,40.136722,17.991417,Bosco,Arancione,0.0,Nardò,ok,False,False,-1,False,incendio,40.14,17.99,40.2,18.1,11.466596752195349,26.454887,alta,31.1,31.1,42,65.08333333333333,42.0,15.7,12.6,35.3,294.0,279,0.0,0.0,40.0,Maestrale (NO),SE
2643,2018-07-16,2018,7,Monteroni di Lecce,75048,LE,via vecchia San Pietro,40.31275,18.103,Canneto,Verde,0.0,Monteroni di Lecce,ok,False,False,-1,False,incendio,40.31,18.1,40.2,18.1,12.209999999999935,26.02539,alta,35.1,33.4,32,63.083333333333336,39.0,10.7,5.1,26.6,8.0,237,0.0,0.0,40.0,Tramontana (N),S
2644,2018-07-17,2018,7,Lecce,75035,LE,Case simini,40.455278,18.202778,Macchia,Arancione,0.0,Lecce,ok,False,False,-1,False,incendio,40.46,18.2,40.45,18.1,8.51816844130047,38.3477,molto alta,29.9,29.9,54,66.08333333333333,57.0,29.0,8.3,50.8,5.0,340,0.7,0.0,4.0,Tramontana (N),S
2645,2018-07-17,2018,7,Alliste,75004,LE,vicino cimitero,39.948333,18.078056,Macchia,Arancione,0.0,Alliste,ok,False,False,-1,False,incendio,39.95,18.08,39.95,18.1,1.7018632983987814,12.508832,moderata,31.3,29.4,39,64.75,57.0,23.4,18.5,57.2,257.0,273,0.4,0.0,53.0,Ponente (O),E
2646,2018-07-19,2018,7,Alliste,75004,LE,PINETA DI ALLISTE,39.944306,18.081528,Bosco,Arancione,0.0,Alliste,ok,False,False,-1,False,incendio,39.94,18.08,39.95,18.1,2.0320643440334885,21.767977,alta,32.2,30.7,22,44.958333333333336,37.0,19.7,18.4,44.6,282.0,278,0.0,0.1,76.0,Ponente (O),E
2647,2018-07-19,2018,7,Nardò,75052,LE,"Sant'isidoro via Sorrento, 2",40.213333,17.933056,Macchia,Arancione,0.0,Nardò,ok,False,False,-1,False,incendio,40.21,17.93,40.2,17.85,6.871750459184597,30.92032,alta,33.6,33.0,21,39.625,25.0,22.3,17.8,45.4,328.0,357,0.0,0.1,5.0,Maestrale (NO),SE
2648,2018-07-22,2018,7,Lecce,75035,LE,torre rinalda,40.47475,18.133444,Macchia,Arancione,0.0,Lecce,ok,False,False,-1,False,incendio,40.47,18.13,40.45,18.1,3.3683716012904434,57.47544,estrema,35.6,35.6,27,52.458333333333336,27.0,21.9,13.8,38.5,231.0,194,0.0,0.0,9.0,Libeccio (SO),NE
2649,2018-07-23,2018,7,Vernole,75093,LE,Il quintero,40.3285,18.367861,Bosco,Arancione,0.0,Vernole,ok,False,False,-1,False,incendio,40.33,18.37,40.45,18.35,13.427081654713527,20.45811,moderata,27.9,25.6,58,79.29166666666667,68.0,25.5,24.6,55.4,355.0,351,6.4,0.0,14.0,Tramontana (N),S
2650,2018-07-23,2018,7,Vernole,75093,LE,Le Cesine,40.36175,18.327972,Canneto,Giallo,0.0,Vernole,ok,False,False,-1,False,incendio,40.36,18.33,40.45,18.35,10.132209791055052,20.45811,moderata,27.9,25.6,58,79.29166666666667,68.0,25.5,24.6,55.4,355.0,351,6.4,0.0,0.0,Tramontana (N),S
2651,2018-07-23,2018,7,Ugento,75090,LE,lido il molo,39.884722,18.123333,Canneto,Verde,0.0,Ugento,ok,False,False,-1,False,incendio,39.88,18.12,39.95,18.1,7.954568829162738,12.351666,moderata,33.2,30.0,27,66.125,49.0,27.4,17.7,55.8,283.0,289,2.3,0.0,0.0,Ponente (O),E
2652,2018-07-24,2018,7,Nardò,75052,LE,Santa Maria al Bagno,40.123278,18.004639,Bosco,Rosso,0.0,Nardò,ok,False,False,-1,False,incendio,40.12,18.0,40.2,18.1,12.28424897272214,16.110643,moderata,30.5,28.7,38,63.458333333333336,46.0,24.7,23.8,51.8,350.0,352,1.1,5.1,6.0,Tramontana (N),S
2653,2018-07-24,2018,7,Nardò,75052,LE,via Ippocrate/ torre inserraglio,40.187694,17.934722,Macchia,Arancione,0.0,Nardò,ok,False,False,-1,False,incendio,40.19,17.93,40.2,17.85,6.8737249207814655,14.254197,moderata,29.9,28.7,42,65.625,47.0,23.3,23.3,50.8,351.0,351,0.0,17.9,3.0,Tramontana (N),S
2654,2018-07-24,2018,7,Lecce,75035,LE,torre chianca via del salice,40.465667,18.193278,Canneto,Giallo,0.0,Lecce,ok,False,False,-1,False,incendio,40.47,18.19,40.45,18.1,7.917458253722865,11.340135,moderata,28.2,27.3,56,72.41666666666667,58.0,30.9,28.1,52.6,344.0,335,1.2,9.5,0.0,Tramontana (N),S
2655,2018-07-28,2018,7,Ugento,75090,LE,Torre San Giovanni,39.88875,18.119056,Canneto,Giallo,0.0,Ugento,ok,False,False,-1,False,incendio,39.89,18.12,39.95,18.1,6.874374063442535,13.30176,moderata,30.9,30.9,42,67.91666666666667,43.0,15.0,15.0,36.4,281.0,281,0.2,0.0,4.0,Ponente (O),E
2656,2018-07-31,2018,7,Porto Cesareo,75097,LE,Torre Lapillo-Via Ruffano,40.291,17.863861,Bosco,Arancione,0.0,Porto Cesareo,ok,False,False,-1,False,incendio,40.29,17.86,40.2,17.85,10.025815633022775,25.35469,alta,33.8,33.4,40,56.708333333333336,43.0,18.2,14.8,39.2,6.0,352,0.7,0.0,13.0,Tramontana (N),S
2657,2018-08-02,2018,8,Salve,75066,LE,Presicce-Lido Marini incrocio per Torre Pali,39.855278,18.204444,Macchia,Verde,0.0,Salve,ok,False,False,-1,False,incendio,39.86,18.2,39.95,18.1,13.130081954400705,12.570908,moderata,31.3,31.3,46,66.20833333333333,50.0,11.8,10.6,34.6,242.0,230,0.0,0.0,86.0,Libeccio (SO),NE
2658,2018-08-06,2018,8,Vernole,75093,LE,zona macchie san pietro,40.337778,18.319722,Macchia,Verde,0.0,Vernole,ok,False,False,-1,False,incendio,40.34,18.32,40.45,18.35,12.47102498555287,4.520167,molto bassa,30.5,29.6,56,78.75,62.0,12.3,11.8,29.5,12.0,5,0.0,0.5,7.0,Tramontana (N),S
2659,2018-08-08,2018,8,Soleto,75076,LE,Mass. Ungulia,40.218417,18.169194,Macchia,Verde,0.0,Soleto,ok,False,False,-1,False,incendio,40.22,18.17,40.2,18.1,6.33468438145772,19.41413,moderata,34.0,33.5,32,64.0,33.0,9.9,7.6,25.2,65.0,57,0.0,0.0,56.0,Grecale (NE),SO
2660,2018-08-13,2018,8,Supersano,75081,LE,"verso Ruffano, Via Raffaello",40.009167,18.244167,Canneto,Giallo,0.0,Supersano,ok,False,False,-1,False,incendio,40.01,18.24,39.95,18.35,11.481119961634676,23.853897,alta,33.1,31.9,39,71.91666666666667,45.0,8.8,4.6,27.7,252.0,215,0.2,0.4,95.0,Ponente (O),E
2661,2018-08-13,2018,8,Lecce,75035,LE,"torre chianca torre rinalda ""Acquatina""",40.449167,18.228889,Canneto,Giallo,0.0,Lecce,ok,False,False,-1,False,incendio,40.45,18.23,40.45,18.35,10.136152718651571,9.558975,bassa,33.2,32.4,38,68.20833333333333,47.0,10.4,6.3,28.1,66.0,226,0.0,0.2,0.0,Grecale (NE),SO
2662,2018-08-18,2018,8,Gallipoli,75031,LE,Via Perugia,40.059667,18.007528,Bosco,Arancione,0.0,Gallipoli,ok,False,False,-1,False,incendio,40.06,18.01,39.95,18.1,14.406465949234072,10.134147,bassa,30.4,29.1,55,77.25,63.0,15.3,12.8,37.1,292.0,278,0.6,2.7,33.0,Ponente (O),E
2663,2018-08-20,2018,8,Galatina,75029,LE,contrada Spina via le Tagliate c/o cave,40.162944,18.118556,Canneto,Giallo,0.0,Galatina,ok,False,False,-1,False,incendio,40.16,18.12,40.2,18.1,4.753119358190288,9.045763,bassa,32.8,32.8,34,68.25,34.0,11.3,5.8,29.5,158.0,9,0.1,0.0,62.0,Ostro (S),N
2664,2018-08-20,2018,8,Lecce,75035,LE,Contrada delle Orchie,40.366444,18.232778,Macchia,Verde,0.0,Lecce,ok,False,False,-1,False,incendio,40.37,18.23,40.45,18.35,13.48482656018204,11.982286,moderata,31.2,30.7,40,70.75,55.0,14.7,6.9,29.9,354.0,349,0.0,0.1,31.0,Tramontana (N),S
2665,2018-08-22,2018,8,Salice Salentino,75065,LE,Masseria Grassi,40.36775,17.822056,Macchia,Arancione,0.0,Salice Salentino,ok,False,False,-1,False,incendio,40.37,17.82,40.45,17.85,9.235314516024742,1.8660883,molto bassa,30.4,30.1,56,78.04166666666667,59.0,10.3,4.1,25.9,45.0,25,2.8000000000000003,5.4,75.0,Grecale (NE),SO
2666,2018-08-24,2018,8,Lecce,75035,LE,Acquatina (frigole - montegrappa),40.436833,18.243,Macchia,Arancione,0.0,Lecce,ok,False,False,-1,False,incendio,40.44,18.24,40.45,18.35,9.358913848769287,19.656805,moderata,29.8,29.8,45,77.83333333333333,46.0,9.0,9.0,31.3,53.0,53,0.1,0.0,-1.0,Grecale (NE),SO
2667,2018-08-24,2018,8,Martano,75040,LE,C.da Malopra,40.226417,18.301611,Macchia,Arancione,0.0,Martano,ok,False,False,-1,False,incendio,40.23,18.3,40.2,18.35,5.389127337677473,26.058172,alta,30.3,30.1,43,73.0,43.0,12.1,12.1,35.6,102.0,102,0.8999999999999999,0.0,63.0,Levante (E),O
2668,2018-08-29,2018,8,Lecce,75035,LE,frigole - zona militare,40.405611,18.245611,Macchia,Arancione,0.0,Lecce,ok,False,False,-1,False,incendio,40.41,18.25,40.45,18.35,9.547086068050657,22.199673,alta,29.0,28.9,54,72.25,55.0,22.7,20.3,48.2,354.0,337,0.0,0.8999999999999999,8.0,Tramontana (N),S
2669,2018-08-30,2018,8,Porto Cesareo,75097,LE,Chiusurelle-Eurovillage,40.302222,17.810278,Macchia,Arancione,0.0,Porto Cesareo,ok,False,False,-1,False,incendio,40.3,17.81,40.2,17.85,11.605027847644775,11.450504,moderata,29.5,29.5,50,73.45833333333333,52.0,14.2,8.4,33.8,227.0,234,0.0,0.1,12.0,Libeccio (SO),NE
2670,2018-08-31,2018,8,Lecce,75035,LE,Frigole-S. Cataldo Mass. Lamia,40.410278,18.256111,Bosco,Arancione,0.0,Lecce,ok,False,False,-1,False,incendio,40.41,18.26,40.45,18.35,8.807640685025735,19.257565,moderata,29.6,29.2,42,75.25,53.0,12.9,8.5,32.0,28.0,63,0.0,0.0,3.0,Grecale (NE),SO
2671,2018-09-01,2018,9,Ugento,75090,LE,Fontanelle - Villaggio Robinson,39.869417,18.148583,Canneto,Verde,0.0,Ugento,ok,False,False,-1,False,incendio,39.87,18.15,39.95,18.1,9.848799323480517,9.994284,bassa,30.1,30.0,52,76.45833333333333,54.0,12.5,11.2,31.7,230.0,221,0.0,0.0,1.0,Libeccio (SO),NE
2672,2018-09-02,2018,9,Otranto,75057,LE,Santa Barbara,40.137167,18.476389,Macchia,Arancione,0.0,Otranto,ok,False,False,-1,False,incendio,40.14,18.48,40.2,18.6,12.167342252135644,18.305521,moderata,31.5,30.8,40,68.16666666666667,51.0,16.5,11.9,36.7,119.0,148,0.0,0.0,6.0,Scirocco (SE),NO
2673,2018-09-02,2018,9,Lecce,75035,LE,Masseria La Lizza,40.379472,18.102222,Macchia,Arancione,0.0,Lecce,ok,False,False,-1,False,incendio,40.38,18.1,40.45,18.1,7.770000000000031,30.060404,alta,32.7,31.8,35,69.41666666666667,39.0,13.8,2.3,31.3,342.0,242,0.0,0.0,56.0,Tramontana (N),S
2674,2018-09-03,2018,9,Lecce,75035,LE,darsena San Cataldo,40.395778,18.296111,Bosco,Arancione,0.0,Lecce,ok,False,False,-1,False,incendio,40.4,18.3,40.45,18.35,6.976110674433472,24.8158,alta,28.2,28.2,40,63.083333333333336,40.0,17.0,15.2,40.7,356.0,5,0.5,0.0,0.0,Tramontana (N),S
2675,2018-09-03,2018,9,Lecce,75035,LE,bosco la lizza,40.393972,18.218194,Macchia,Arancione,0.0,Lecce,ok,False,False,-1,False,incendio,40.39,18.22,40.45,18.1,12.135922662255885,27.244999,alta,28.2,28.2,40,63.083333333333336,40.0,17.0,15.2,40.7,356.0,5,0.5,0.0,25.0,Tramontana (N),S
2676,2018-09-06,2018,9,Gallipoli,75031,LE,costa brava,40.023333,18.022222,Canneto,Giallo,0.0,Gallipoli,ok,False,False,-1,False,incendio,40.02,18.02,39.95,18.1,10.325669593707875,16.90792,moderata,27.4,27.1,51,73.25,52.0,13.6,9.8,30.2,262.0,259,0.0,0.3,0.0,Ponente (O),E
2677,2018-09-08,2018,9,Scorrano,75073,LE,Via giorgio almirante,40.061083,18.326056,Macchia,Arancione,1.347,Botrugno,da_verificare,False,False,-1,False,centro_comune,40.08,18.27,40.2,18.35,14.95284608537821,17.925938,moderata,27.6,26.4,51,79.375,63.0,16.9,9.6,35.6,20.0,340,7.0,1.5000000000000002,92.0,Tramontana (N),S
2678,2018-09-09,2018,9,Melendugno,75043,LE,Pineta Brunese,40.26375,18.427667,Macchia,Arancione,0.0,Melendugno,ok,False,False,-1,False,incendio,40.26,18.43,40.2,18.35,9.50139940364106,31.95159,alta,28.2,27.9,53,73.95833333333333,58.0,23.5,21.0,48.6,347.0,339,0.0,3.9,12.0,Tramontana (N),S
2679,2018-09-10,2018,9,Porto Cesareo,75097,LE,Chiusurelle,40.298583,17.811917,Macchia,Arancione,0.0,Porto Cesareo,ok,False,False,-1,False,incendio,40.3,17.81,40.2,17.85,11.605027847644775,17.47204,moderata,29.3,28.9,51,74.79166666666667,54.0,15.8,13.8,36.7,345.0,359,0.0,0.5,12.0,Tramontana (N),S
2680,2018-09-11,2018,9,Castrignano del Capo,75019,LE,Porcinara,39.794944,18.343722,Macchia,Arancione,0.0,Castrignano del Capo,ok,False,False,-1,False,incendio,39.79,18.34,39.7,18.35,10.026343816259104,22.01444,alta,31.1,30.9,29,63.25,31.0,24.7,17.4,54.7,7.0,8,0.0,1.0,0.0,Tramontana (N),S
2681,2018-09-12,2018,9,Ugento,75090,LE,Zona Astor,39.875222,18.141444,Canneto,Giallo,0.0,Ugento,ok,False,False,-1,False,incendio,39.88,18.14,39.95,18.1,8.484218351241815,26.54303,alta,30.1,29.9,24,51.5,28.0,24.6,18.9,45.0,31.0,5,0.0,0.0,0.0,Grecale (NE),SO
2682,2018-09-12,2018,9,Ugento,75090,LE,Torre San Giovanni,39.858222,18.165222,Canneto,Giallo,0.0,Ugento,ok,False,False,-1,False,incendio,39.86,18.17,39.95,18.1,11.635015536876278,26.54303,alta,30.5,30.3,24,51.625,28.0,24.6,18.9,45.0,31.0,5,0.0,0.0,1.0,Grecale (NE),SO
2683,2018-09-14,2018,9,Melendugno,75043,LE,Torre dell'Orso,40.269111,18.438639,Bosco,Arancione,0.025,,vicino_confine,False,False,-1,False,incendio,40.27,18.44,40.2,18.35,10.884597959486491,30.782993,alta,28.6,28.6,54,79.45833333333333,56.0,13.7,12.1,31.0,117.0,162,9.3,0.0,0.0,Scirocco (SE),NO
2684,2018-09-19,2018,9,Gallipoli,75031,LE,Punta Pizzo,39.99175,18.003028,Bosco,Arancione,0.0,Gallipoli,ok,False,False,-1,False,incendio,39.99,18.0,39.95,18.1,9.593611042645918,16.318,moderata,28.6,28.6,44,73.75,51.0,14.1,9.6,33.1,236.0,232,0.0,0.0,6.0,Libeccio (SO),NE
2685,2018-09-23,2018,9,Lecce,75035,LE,Via Vecchia Frigole verso Borgo Piave,40.419722,18.208056,Macchia,Arancione,0.0,Lecce,ok,False,False,-1,False,incendio,40.42,18.21,40.45,18.1,9.874079595062277,29.699854,alta,29.0,28.7,50,77.5,50.0,14.0,5.4,34.6,86.0,72,0.0,0.0,21.0,Levante (E),O
2686,2018-09-25,2018,9,Porto Cesareo,75097,LE,Torre Lapillo - Padula Fede,40.293667,17.804333,Macchia,Arancione,0.0,Porto Cesareo,ok,False,False,-1,False,incendio,40.29,17.8,40.2,17.85,10.849980538429648,49.919094,molto alta,23.2,21.6,33,50.41666666666666,37.0,31.5,30.9,66.6,11.0,7,0.0,0.1,2.0,Tramontana (N),S
2687,2018-09-25,2018,9,Carpignano Salentino,75015,LE,Santa Marina,40.19425,18.383111,Bosco,Arancione,0.0,Carpignano Salentino,ok,False,False,-1,False,incendio,40.19,18.38,40.2,18.35,2.775445765377073,82.6144,estrema,23.9,21.5,39,53.833333333333336,44.0,43.4,39.2,85.0,1.0,355,0.0,0.2,58.0,Tramontana (N),S
2688,2018-09-25,2018,9,Melendugno,75043,LE,S. Andrea - Frassanito,40.2525,18.439722,Macchia,Arancione,0.0,Melendugno,ok,False,False,-1,False,incendio,40.25,18.44,40.2,18.35,9.430717564683212,82.6144,estrema,23.9,21.5,39,53.875,44.0,43.4,39.2,85.0,1.0,355,0.0,0.2,24.0,Tramontana (N),S
2689,2018-09-26,2018,9,Racale,75063,LE,li specchi,39.959806,18.060472,Bosco,Giallo,0.0,Racale,ok,False,False,-1,False,incendio,39.96,18.06,39.95,18.1,3.579674187367975,57.42092,estrema,20.6,20.2,31,40.375,33.0,36.8,30.6,74.9,9.0,14,0.0,0.0,81.0,Tramontana (N),S
2690,2018-09-26,2018,9,Gallipoli,75031,LE,Pineta ospedale,40.055861,18.014528,Bosco,Arancione,0.0,Gallipoli,ok,False,False,-1,False,incendio,40.06,18.01,39.95,18.1,14.406465949234072,57.42092,estrema,20.5,19.7,32,42.29166666666666,37.0,38.3,31.9,76.7,14.0,16,0.0,0.0,33.0,Tramontana (N),S
2691,2018-09-26,2018,9,Ugento,75090,LE,T.re S. giovanni Hotel Vivosa,39.880444,18.140306,Canneto,Giallo,0.0,Ugento,ok,False,False,-1,False,incendio,39.88,18.14,39.95,18.1,8.484218351241815,57.42092,estrema,21.0,20.9,29,38.54166666666666,29.0,37.2,29.5,72.4,9.0,23,0.0,0.0,0.0,Tramontana (N),S
2692,2018-09-26,2018,9,Ugento,75090,LE,torre mozza,39.8725,18.181389,Macchia,Giallo,0.0,Ugento,ok,False,False,-1,False,incendio,39.87,18.18,39.95,18.1,11.193935285337044,57.42092,estrema,21.0,20.9,29,38.54166666666666,29.0,37.2,29.5,72.4,9.0,23,0.0,0.0,68.0,Tramontana (N),S
2693,2018-09-27,2018,9,Diso,75027,LE,Zona Acquaviva - Castro verso Marina di marittima,39.99175,18.413833,Macchia,Arancione,0.0,Diso,ok,False,False,-1,False,incendio,39.99,18.41,39.95,18.35,6.763886325295952,43.03224,molto alta,20.6,18.8,24,34.125,33.0,31.9,23.4,61.2,29.0,40,0.0,0.0,70.0,Grecale (NE),SO
2694,2018-09-27,2018,9,Salve,75066,LE,"fani - macchia veneri, strada Salve per torre Pali",39.857167,18.268444,Bosco,Arancione,0.0,Salve,ok,False,False,-1,False,incendio,39.86,18.27,39.95,18.35,12.093941845516929,43.03224,molto alta,20.1,19.0,26,34.791666666666664,32.0,32.4,23.3,63.7,27.0,37,0.0,0.0,102.0,Grecale (NE),SO
2695,2018-09-30,2018,9,Vernole,75093,LE,Cesine,40.354722,18.326944,Bosco,Arancione,0.0,Vernole,ok,False,False,-1,False,incendio,40.35,18.33,40.45,18.35,11.228197724299626,45.19745,molto alta,23.0,23.0,45,59.29166666666666,49.0,30.3,23.4,60.1,2.0,347,0.0,0.0,2.0,Tramontana (N),S
2696,2018-09-30,2018,9,Campi Salentina,75011,LE,trattoria paradiso a 1.5km da novoli,40.382222,18.029722,Bosco,Arancione,0.0,Campi Salentina,ok,False,False,-1,False,incendio,40.38,18.03,40.45,18.1,9.76761983935699,45.56073,molto alta,24.1,24.1,36,57.25,37.0,20.7,19.7,46.8,8.0,7,0.0,0.0,31.0,Tramontana (N),S
2697,2018-09-30,2018,9,Lecce,75035,LE,Frigole - Torre Veneri,40.401972,18.249167,Bosco,Arancione,0.0,Lecce,ok,False,False,-1,False,incendio,40.4,18.25,40.45,18.35,10.112219369048656,45.19745,molto alta,23.0,23.0,44,58.25,50.0,29.1,22.4,58.7,4.0,348,0.0,0.0,14.0,Tramontana (N),S
2698,2018-09-30,2018,9,Ugento,75090,LE,torre mozza,39.866667,18.154444,Canneto,Giallo,0.0,Ugento,ok,False,False,-1,False,incendio,39.87,18.15,39.95,18.1,9.848799323480517,42.72577,molto alta,26.4,26.2,29,53.875,30.0,24.1,20.2,49.3,349.0,359,0.0,0.0,1.0,Tramontana (N),S
2699,2018-09-30,2018,9,Lecce,75035,LE,Frigole,40.450278,18.222222,Macchia,Arancione,0.0,Lecce,ok,False,False,-1,False,incendio,40.45,18.22,40.45,18.1,10.136152718651273,45.56073,molto alta,22.9,22.9,45,58.125,49.0,28.9,24.5,50.0,10.0,350,0.0,0.0,2.0,Tramontana (N),S
2700,2018-10-01,2018,10,Gallipoli,75031,LE,Li Foggi,40.017611,18.029639,Canneto,Giallo,0.0,Gallipoli,ok,False,False,-1,False,incendio,40.02,18.03,39.95,18.1,9.786746997983633,24.004087,alta,23.2,22.7,55,66.16666666666667,56.0,16.9,13.7,33.5,203.0,156,0.0,0.0,4.0,Libeccio (SO),NE
2701,2017-05-11,2017,5,Lecce,75035,LE,Torre Chianca - Parco Rauccio,40.464462,18.167002,Bosco,Arancione,0.0,Lecce,ok,False,False,-1,False,incendio,40.46,18.17,40.45,18.1,6.015178788801003,12.140931,moderata,21.3,20.0,58,75.5,67.0,33.8,26.1,59.0,162.0,159,3.6,1.9,4.0,Ostro (S),N
2702,2017-05-24,2017,5,Lecce,75035,LE,frigole,40.433489,18.241297,Macchia,Giallo,0.0,Lecce,ok,False,False,-1,False,incendio,40.43,18.24,40.45,18.35,9.555692484615754,16.671532,moderata,24.2,24.2,51,71.625,51.0,16.3,9.3,36.7,36.0,18,0.5,0.0,2.0,Grecale (NE),SO
2703,2017-05-24,2017,5,Vernole,75093,LE,frigole - aeroporto lepore,40.354759,18.301109,Bosco,Arancione,0.0,Vernole,ok,False,False,-1,False,incendio,40.35,18.3,40.45,18.35,11.878558449987615,16.671532,moderata,24.2,24.2,51,71.625,51.0,16.3,9.3,36.7,36.0,18,0.5,0.0,18.0,Grecale (NE),SO
2704,2017-05-26,2017,5,Alliste,75004,LE,Alliste Madonna dell'Alto,39.934573,18.091413,Bosco,Arancione,0.0,Alliste,ok,False,False,-1,False,incendio,39.93,18.09,39.95,18.1,2.377584502041589,7.270543,bassa,22.4,20.6,39,59.54166666666666,45.0,23.9,23.1,53.3,4.0,353,0.0,2.1,72.0,Tramontana (N),S
2705,2017-06-02,2017,6,Porto Cesareo,75097,LE,serricella,40.299472,17.795944,Macchia,Arancione,0.0,Porto Cesareo,ok,False,False,-1,False,incendio,40.3,17.8,40.2,17.85,11.879674826187808,13.801075,moderata,28.6,28.6,39,67.875,39.0,16.5,5.6,37.8,195.0,203,0.0,0.0,6.0,Ostro (S),N
2706,2017-06-04,2017,6,Lecce,75035,LE,Frigole via del frullino,40.411667,18.241389,Macchia,Arancione,0.0,Lecce,ok,False,False,-1,False,incendio,40.41,18.24,40.45,18.35,10.30280716080957,20.768917,moderata,25.3,24.9,55,75.66666666666667,55.0,13.0,13.0,32.4,48.0,48,0.0,0.2,15.0,Grecale (NE),SO
2707,2017-06-05,2017,6,Otranto,75057,LE,PINETA DI OTRANTO- Madonna del Passo,40.141028,18.494694,Bosco,Verde,0.0,Otranto,ok,False,False,-1,False,incendio,40.14,18.49,40.2,18.6,11.466596752195349,15.1328125,moderata,27.2,25.7,53,74.95833333333333,57.0,15.8,15.3,36.4,124.0,145,0.0,0.0,22.0,Scirocco (SE),NO
2708,2017-06-06,2017,6,Lecce,75035,LE,Frigole - Giammatteo,40.435889,18.214222,Macchia,Arancione,0.0,Lecce,ok,False,False,-1,False,incendio,40.44,18.21,40.45,18.1,9.35891384876899,45.71289,molto alta,30.7,30.2,28,57.5,29.0,24.7,14.2,47.2,173.0,211,0.0,0.0,5.0,Ostro (S),N
2709,2017-06-06,2017,6,Lecce,75035,LE,Via Cantù,40.364139,18.225861,Macchia,Arancione,0.0,Lecce,ok,False,False,-1,False,incendio,40.36,18.23,40.45,18.35,14.241376653890322,33.625977,alta,30.3,29.8,30,59.75,32.0,20.1,15.8,44.3,156.0,213,0.2,0.0,37.0,Scirocco (SE),NO
2710,2017-06-08,2017,6,Porto Cesareo,75097,LE,strada dei bacini c/o hotel conchiglia azzurra,40.269583,17.88375,Macchia,Verde,0.0,Porto Cesareo,ok,False,False,-1,False,incendio,40.27,17.88,40.2,17.85,8.174877999359122,25.811523,alta,29.1,28.9,30,56.583333333333336,41.0,26.6,23.5,56.9,355.0,359,0.0,0.0,0.0,Tramontana (N),S
2711,2017-06-08,2017,6,Porto Cesareo,75097,LE,---Punta Prosciutto---,40.310167,17.78025,Macchia,Rosso,0.0,Porto Cesareo,ok,False,False,-1,False,incendio,40.31,17.78,40.2,17.85,13.571675840655606,25.811523,alta,29.4,29.1,30,55.16666666666666,40.0,27.4,23.4,57.6,357.0,359,0.0,0.0,37.0,Tramontana (N),S
